"orgs_short","Freq"
"Legionella quinlivanii",1
"Legionella rubrilucens",1
"Legionella santicrucis",1
"Legionella saoudiensis",1
"Legionella sp. 21-45-4",1
"Legionella sp. 39-23",1
"Legionella sp. 40-6",1
"Legionella steelei",1
"Legionella steigerwaltii",1
"Legionella tucsonensis",1
"Legionella tunisiensis",1
"Legionella wadsworthii",1
"Legionella worsleiensis",1
"Leifsonia rubra",1
"Leifsonia sp. 109",1
"Leifsonia sp. 157MF",1
"Leifsonia sp. 197AMF",1
"Leifsonia sp. 21MFCrub1.1",1
"Leifsonia sp. 466MF",1
"Leifsonia sp. 467MF",1
"Leifsonia sp. 509MF",1
"Leifsonia sp. 71-9",1
"Leifsonia sp. 98AMF",1
"Leifsonia sp. ALI-44-B",1
"Leifsonia sp. CL147",1
"Leifsonia sp. CL154",1
"Leifsonia sp. Leaf264",1
"Leifsonia sp. Leaf325",1
"Leifsonia sp. Leaf336",1
"Leifsonia sp. NCR5",1
"Leifsonia sp. Root112D2",1
"Leifsonia sp. Root1293",1
"Leifsonia sp. Root227",1
"Leifsonia sp. Root4",1
"Leifsonia sp. Root60",1
"Leifsonia sp. SCN",1
"Leisingera aquaemixtae",1
"Leisingera aquimarina",1
"Leisingera caerulea",1
"Leisingera daeponensis",1
"Leisingera methylohalidivorans",1
"Leisingera sp. ANG-DT",1
"Leisingera sp. ANG-M1",1
"Leisingera sp. ANG-M6",1
"Leisingera sp. ANG-M7",1
"Leisingera sp. ANG-S",1
"Leisingera sp. ANG-S3",1
"Leisingera sp. ANG-S5",1
"Leisingera sp. ANG-Vp",1
"Leisingera sp. ANG1",1
"Leisingera sp. F5",1
"Leisingera sp. JC1",1
"Lelliottia nimipressuralis",1
"Lelliottia sp. PFL01",1
"Lentibacillus amyloliquefaciens",1
"Lentibacillus halodurans",1
"Lentibacillus jeotgali",1
"Lentibacillus juripiscarius",1
"Lentibacillus persicus",1
"Lentibacter algarum",1
"Lentimicrobium saccharophilum",1
"Lentisphaera araneosa",1
"Lentisphaerales bacterium",1
"Lentzea albida",1
"Lentzea flaviverrucosa",1
"Lentzea guizhouensis",1
"Lentzea jiangxiensis",1
"Lentzea kentuckyensis",1
"Lentzea violacea",1
"Lentzea waywayandensis",1
"Leptolinea tardivitalis",1
"Leptolyngbya ohadii",1
"Leptolyngbya sp. 'hensonii'",1
"Leptolyngbya sp. BC1307",1
"Leptolyngbya sp. Heron",1
"Leptolyngbya sp. JSC-1",1
"Leptolyngbya sp. KIOST-1",1
"Leptolyngbya sp. NIES-2104",1
"Leptolyngbya sp. NIES-3755",1
"Leptolyngbya sp. O-77",1
"Leptolyngbya valderiana",1
"Leptospira broomii",1
"Leptospira fainei",1
"Leptospira kmetyi",1
"Leptospira sp. B5-022",1
"Leptospira sp. CLM-U50",1
"Leptospira sp. P2653",1
"Leptospira sp. serovar",1
"Leptospira sp. ZV016",1
"Leptospira terpstrae",1
"Leptospira vanthielii",1
"Leptospira wolbachii",1
"Leptospira wolffii",1
"Leptospira yanagawae",1
"Leptospirillum ferrooxidans",1
"Leptospirillum sp. YQP-1",1
"Leptothrix cholodnii",1
"Leptothrix ochracea",1
"Leptotrichia buccalis",1
"Leptotrichia shahii",1
"Leptotrichia sp. Marseille-P3007",1
"Leptotrichia trevisanii",1
"Leucobacter celer",1
"Leucobacter chironomi",1
"Leucobacter komagatae",1
"Leucobacter salsicius",1
"Leucobacter sp. 4J7B1",1
"Leucobacter sp. 7(1)",1
"Leucobacter sp. Ag1",1
"Leucobacter sp. G161",1
"Leucobacter sp. PH1c",1
"Leucobacter sp. UCD-THU",1
"Leuconostoc fallax",1
"Leuconostoc garlicum",1
"Leuconostoc gasicomitatum",1
"Leuconostoc inhae",1
"Leuconostoc kimchii",1
"Leuconostoc sp. BM2",1
"Leuconostoc sp. C2",1
"Leuconostoc sp. DORA_2",1
"Leuconostocaceae bacterium",1
"Leucothrix mucor",1
"Levilinea saccharolytica",1
"Levyella massiliensis",1
"Levyella sp. Marseille-P3170",1
"Lewinella agarilytica",1
"Lewinella cohaerens",1
"Lewinella persica",1
"Lewinella sp. 4G2",1
"Lihuaxuella thermophila",1
"Limimonas halophila",1
"Limnobacter sp. CACIAM",1
"Limnobacter sp. MED105",1
"Limnochorda pilosa",1
"Limnohabitans planktonicus",1
"Limnohabitans sp. 103DPR2",1
"Limnohabitans sp. 2KL-27",1
"Limnohabitans sp. 2KL-3",1
"Limnohabitans sp. 63ED37-2",1
"Limnohabitans sp. DM1",1
"Limnohabitans sp. Rim11",1
"Limnohabitans sp. Rim28",1
"Limnoraphis robusta",1
"Limnothrix rosea",1
"Limnothrix sp. CACIAM",1
"Limnothrix sp. P13C2",1
"Lishizhenia tianjinensis",1
"Listeria aquatica",1
"Listeria booriae",1
"Listeria cornellensis",1
"Listeria floridensis",1
"Listeria grandensis",1
"Listeria marthii",1
"Listeria riparia",1
"Listeria rocourtiae",1
"Listeria sp. ILCC801",1
"Listeria weihenstephanensis",1
"Listeriaceae bacterium",1
"Listonella anguillarum",1
"Litoreibacter albidus",1
"Litoreibacter arenae",1
"Litoreibacter ascidiaceicola",1
"Litoreibacter janthinus",1
"Litorilinea aerophila",1
"Litorimicrobium taeanense",1
"Loktanella atrilutea",1
"Loktanella cinnabarina",1
"Loktanella fryxellensis",1
"Loktanella koreensis",1
"Loktanella litorea",1
"Loktanella marina",1
"Loktanella pyoseonensis",1
"Loktanella rosea",1
"Loktanella salsilacus",1
"Loktanella sediminum",1
"Loktanella soesokkakensis",1
"Loktanella sp. 1ANDIMAR09",1
"Loktanella sp. 22II-4b",1
"Loktanella sp. 3ANDIMAR09",1
"Loktanella sp. 5RATIMAR09",1
"Loktanella sp. DSM",1
"Loktanella sp. S4079",1
"Loktanella tamlensis",1
"Longilinea arvoryzae",1
"Longispora albida",1
"Luminiphilus syltensis",1
"Lunatimonas lonarensis",1
"Luteibacter sp. 22Crub2.1",1
"Luteibacter sp. 329MFSha",1
"Luteibacter sp. 9133",1
"Luteibacter sp. 9135",1
"Luteibacter sp. 9143",1
"Luteibacter sp. 9145",1
"Luteibacter sp. UNC138MFCol5.1",1
"Luteibacter sp. UNCMF331Sha3.1",1
"Luteibacter sp. UNCMF366Tsu5.1",1
"Luteibacter yeojuensis",1
"Luteimonas abyssi",1
"Luteimonas huabeiensis",1
"Luteimonas mephitis",1
"Luteimonas sp. 100111",1
"Luteimonas sp. ANT-B3E",1
"Luteimonas sp. FCS-9",1
"Luteimonas sp. J29",1
"Luteimonas sp. JM171",1
"Luteimonas tolerans",1
"Luteipulveratus halotolerans",1
"Luteipulveratus mongoliensis",1
"Luteococcus japonicus",1
"Lutibacter agarilyticus",1
"Lutibacter flavus",1
"Lutibacter maritimus",1
"Lutibacter oricola",1
"Lutibacter sp. BRH_c52",1
"Lutibacter sp. LP1",1
"Lutibacter sp. LPB0138",1
"Lutibaculum baratangense",1
"Lutimaribacter saemankumensis",1
"Lutispora thermophila",1
"Lyngbya aestuarii",1
"Lyngbya confervoides",1
"Lyngbya sp. PCC",1
"Lysinibacillus contaminans",1
"Lysinibacillus macroides",1
"Lysinibacillus manganicus",1
"Lysinibacillus odysseyi",1
"Lysinibacillus pakistanensis",1
"Lysinibacillus parviboronicapiens",1
"Lysinibacillus sinduriensis",1
"Lysinibacillus sp. 13S34_air",1
"Lysinibacillus sp. A1",1
"Lysinibacillus sp. AC-3",1
"Lysinibacillus sp. AR18-8",1
"Lysinibacillus sp. BC-14",1
"Lysinibacillus sp. BC-43",1
"Lysinibacillus sp. BF-4",1
"Lysinibacillus sp. F5",1
"Lysinibacillus sp. FJAT-14222",1
"Lysinibacillus sp. FJAT-14745",1
"Lysinibacillus sp. KCTC",1
"Lysinibacillus sp. LD79",1
"Lysinibacillus sp. LK3",1
"Lysinibacillus sp. SG45",1
"Lysinibacillus sp. SG53",1
"Lysinibacillus sp. SG55",1
"Lysinibacillus sp. SG8",1
"Lysinibacillus sp. SG9",1
"Lysinibacillus sp. TC-13",1
"Lysinibacillus sp. TC-37",1
"Lysinibacillus sp. ZYM-1",1
"Lysinibacillus varians",1
"Lysinimicrobium flavum",1
"Lysinimicrobium gelatinilyticum",1
"Lysinimicrobium iriomotense",1
"Lysinimicrobium luteum",1
"Lysinimicrobium pelophilum",1
"Lysinimicrobium soli",1
"Lysinimicrobium subtropicum",1
"Lysobacter arseniciresistens",1
"Lysobacter concretionis",1
"Lysobacter daejeonensis",1
"Lysobacter dokdonensis",1
"Lysobacter gummosus",1
"Lysobacter sp. A03",1
"Lysobacter sp. cf310",1
"Lysobacter sp. Root494",1
"Lysobacter sp. Root559",1
"Lysobacter sp. Root604",1
"Lysobacter sp. Root667",1
"Lysobacter sp. Root690",1
"Lysobacter sp. Root76",1
"Lysobacter sp. Root916",1
"Lysobacter sp. Root96",1
"Lysobacter sp. Root983",1
"Lysobacter sp. URHA0019",1
"Lysobacter sp. yr284",1
"Lysobacter spongiicola",1
"Macellibacteroides sp. HH-ZS",1
"Macrococcus canis",1
"Macrococcus sp. IME1552",1
"Magnetococcus marinus",1
"Magnetofaba australis",1
"Magnetospira sp. QH-2",1
"Magnetospirillum caucaseum",1
"Magnetospirillum gryphiswaldense",1
"Magnetospirillum magneticum",1
"Magnetospirillum magnetotacticum",1
"Magnetospirillum marisnigri",1
"Magnetospirillum moscoviense",1
"Magnetospirillum sp. 15-1",1
"Magnetospirillum sp. 64-120",1
"Magnetospirillum sp. ME-1",1
"Magnetospirillum sp. XM-1",1
"Magnetovibrio blakemorei",1
"Mahella australiensis",1
"Mailhella massiliensis",1
"Maize bushy",1
"Maledivibacter halophilus",1
"Maliponia aquimaris",1
"Malonomonas rubra",1
"Mameliella atlantica",1
"Mameliella phaeodactyli",1
"Mangrovibacter phragmitis",1
"Mangrovibacter sp. MFB070",1
"Mangrovimonas sp. DI",1
"Mangrovimonas sp. ST2L12",1
"Mangrovimonas sp. ST2L15",1
"Mangrovimonas sp. TPBH4",1
"Mangrovimonas yunxiaonensis",1
"Mannheimia granulomatis",1
"Mannheimia massilioguelmaensis",1
"Mannheimia sp. USDA-ARS-USMARC-1261",1
"Mannheimia succiniciproducens",1
"Maribacter antarcticus",1
"Maribacter aquivivus",1
"Maribacter arcticus",1
"Maribacter forsetii",1
"Maribacter orientalis",1
"Maribacter sedimenticola",1
"Maribacter sp. 1_2014MBL_MicDiv",1
"Maribacter sp. B1",1
"Maribacter sp. Hel_I_7",1
"Maribacter sp. HTCC2170",1
"Maribacter sp. MAR_2009_60",1
"Maribacter sp. T28",1
"Maribacter stanieri",1
"Maribacter thermophilus",1
"Maribacter ulvicola",1
"Maribius pelagius",1
"Maribius salinus",1
"Maribius sp. MOLA",1
"Maricaulis maris",1
"Maricaulis salignorans",1
"Maricaulis sp. W15",1
"Marichromatium gracile",1
"Marichromatium purpuratum",1
"Marinactinospora thermotolerans",1
"Marine bacterium",1
"Marine group",1
"Marinibacterium profundimaris",1
"Mariniblastus fucicola",1
"Marinicella sp. F2",1
"Marinifilaceae bacterium",1
"Marinifilum fragile",1
"Marinilabilia salmonicolor",1
"Marinilactibacillus sp. 15R",1
"Marinimicrobium agarilyticum",1
"Marinimicrobium sp. LS-A18",1
"Marininema halotolerans",1
"Marininema mesophilum",1
"Mariniphaga anaerophila",1
"Mariniradius saccharolyticus",1
"Marinithermus hydrothermalis",1
"Marinitoga hydrogenitolerans",1
"Marinitoga piezophila",1
"Marinitoga sp. 1137",1
"Marinitoga sp. 1155",1
"Marinitoga sp. 1197",1
"Marinitoga sp. 4572_148",1
"Marinobacter algicola",1
"Marinobacter antarcticus",1
"Marinobacter daepoensis",1
"Marinobacter daqiaonensis",1
"Marinobacter gudaonensis",1
"Marinobacter lutaoensis",1
"Marinobacter manganoxydans",1
"Marinobacter mobilis",1
"Marinobacter nanhaiticus",1
"Marinobacter nitratireducens",1
"Marinobacter pelagius",1
"Marinobacter persicus",1
"Marinobacter psychrophilus",1
"Marinobacter santoriniensis",1
"Marinobacter segnicrescens",1
"Marinobacter similis",1
"Marinobacter sp. 34-60-7",1
"Marinobacter sp. AC-23",1
"Marinobacter sp. BSs20148",1
"Marinobacter sp. C18",1
"Marinobacter sp. C1S70",1
"Marinobacter sp. CP1",1
"Marinobacter sp. EhC06",1
"Marinobacter sp. EhN04",1
"Marinobacter sp. ELB17",1
"Marinobacter sp. EN3",1
"Marinobacter sp. ES-1",1
"Marinobacter sp. es.042",1
"Marinobacter sp. es.048",1
"Marinobacter sp. EVN1",1
"Marinobacter sp. Hb8",1
"Marinobacter sp. Hex_13",1
"Marinobacter sp. LQ44",1
"Marinobacter sp. LV10R510-11A",1
"Marinobacter sp. MCTG268",1
"Marinobacter sp. P4B1",1
"Marinobacter sp. REDSEA-S15_B16",1
"Marinobacter sp. REDSEA-S21_B2N3",1
"Marinobacter sp. REDSEA-S27_B10",1
"Marinobacter sp. T13-3",1
"Marinobacter sp. tcs-11",1
"Marinobacter sp. X15-166B",1
"Marinobacter sp. YWL01",1
"Marinobacter subterrani",1
"Marinobacter vinifirmus",1
"Marinobacter zhejiangensis",1
"Marinobacterium georgiense",1
"Marinobacterium jannaschii",1
"Marinobacterium litorale",1
"Marinobacterium profundum",1
"Marinobacterium rhizophilum",1
"Marinobacterium sp. AK27",1
"Marinobacterium sp. ST58-10",1
"Marinococcus halotolerans",1
"Marinococcus luteus",1
"Marinomonas atlantica",1
"Marinomonas fungiae",1
"Marinomonas mediterranea",1
"Marinomonas polaris",1
"Marinomonas posidonica",1
"Marinomonas profundimaris",1
"Marinomonas sp. 42_23_T18",1
"Marinomonas sp. MED121",1
"Marinomonas sp. MWYL1",1
"Marinomonas sp. QM202",1
"Marinomonas sp. S3726",1
"Marinomonas sp. SBI22",1
"Marinomonas sp. SBI8L",1
"Marinomonas sp. TW1",1
"Marinomonas ushuaiensis",1
"Marinospirillum alkaliphilum",1
"Marinospirillum celere",1
"Marinospirillum insulare",1
"Marinospirillum minutulum",1
"Marinosulfonomonas sp. PRT-SC04",1
"Mariprofundus micogutta",1
"Maritalea myrionectae",1
"Maritimibacter alkaliphilus",1
"Maritimibacter sp. HL-12",1
"Maritimibacter sp. REDSEA-S28_B5",1
"Maritimibacter sp. REDSEA-S40_B3",1
"Marivirga sericea",1
"Marivirga sp. ANT-B6",1
"Marivirga tractuosa",1
"Marivita cryptomonadis",1
"Marivita geojedonensis",1
"Marivita hallyeonensis",1
"Marivivens sp. JLT3646",1
"Marmoricola aequoreus",1
"Marmoricola scoriae",1
"Marmoricola sp. Leaf446",1
"Marmoricola sp. URHB0036",1
"Martelella endophytica",1
"Martelella sp. AD-3",1
"Massilia alkalitolerans",1
"Massilia namucuonensis",1
"Massilia niastensis",1
"Massilia putida",1
"Massilia sp. 9096",1
"Massilia sp. BSC265",1
"Massilia sp. CF038",1
"Massilia sp. JGI",1
"Massilia sp. JS1662",1
"Massilia sp. KIM",1
"Massilia sp. LC238",1
"Massilia sp. Leaf139",1
"Massilia sp. NR",1
"Massilia sp. PDC64",1
"Massilia sp. Root133",1
"Massilia sp. Root1485",1
"Massilia sp. Root335",1
"Massilia sp. Root351",1
"Massilia sp. Root418",1
"Massilia sp. WF1",1
"Massilia sp. WG5",1
"Massilia yuzhufengensis",1
"Massilibacterium senegalense",1
"Massilibacteroides vaginae",1
"Massilimaliae massiliensis",1
"Massilimaliae sp. Marseille-P3753",1
"Massilioclostridium coli",1
"Massiliomicrobiota sp. An105",1
"Massiliomicrobiota sp. An134",1
"Massiliomicrobiota sp. An142",1
"Massiliomicrobiota sp. An80",1
"Mastigocladopsis repens",1
"Mastigocoleus testarum",1
"Mediterranea massiliensis",1
"Mediterranea sp. An20",1
"Megamonas rupellensis",1
"Megamonas sp. Calf98-2",1
"Megamonas sp. Marseille-P3344",1
"Megasphaera genomosp.",1
"Megasphaera massiliensis",1
"Megasphaera micronuciformis",1
"Megasphaera paucivorans",1
"Megasphaera sp. An286",1
"Megasphaera sp. ASD88",1
"Megasphaera sp. BL7",1
"Megasphaera sp. BV3C16-1",1
"Megasphaera sp. DISK",1
"Megasphaera sp. DJF_B143",1
"Megasphaera sp. MJR8396C",1
"Megasphaera sp. NM10",1
"Mehylophilales bacterium",1
"Meiothermus cerbereus",1
"Meiothermus chliarophilus",1
"Meiothermus rufus",1
"Meiothermus silvanus",1
"Meiothermus timidus",1
"Melainabacteria sp. 35_41",1
"Melaminivora alkalimesophila",1
"Melghirimyces thermohalophilus",1
"Melioribacter roseus",1
"Melioribacter sp. GWF2_38_21",1
"Melioribacter sp. RIFOXYB12_FULL_38_5",1
"Melittangium boletus",1
"Merdibacter massiliensis",1
"Merdimonas faecis",1
"Mesoaciditoga lauensis",1
"Mesonia mobilis",1
"Mesonia phycicola",1
"Mesoplasma grammopterae",1
"Mesoplasma photuris",1
"Mesoplasma seiffertii",1
"Mesoplasma syrphidae",1
"Mesorhizobium alhagi",1
"Mesorhizobium erdmanii",1
"Mesorhizobium huakuii",1
"Mesorhizobium mediterraneum",1
"Mesorhizobium metallidurans",1
"Mesorhizobium muleiense",1
"Mesorhizobium opportunistum",1
"Mesorhizobium plurifarium",1
"Mesorhizobium prunaredense",1
"Mesorhizobium qingshengii",1
"Mesorhizobium sophorae",1
"Mesorhizobium sp. 1M-11",1
"Mesorhizobium sp. 61-13",1
"Mesorhizobium sp. 65-26",1
"Mesorhizobium sp. AA22",1
"Mesorhizobium sp. AA23",1
"Mesorhizobium sp. B7",1
"Mesorhizobium sp. F7",1
"Mesorhizobium sp. ICMP",1
"Mesorhizobium sp. L103C105A0",1
"Mesorhizobium sp. L103C119B0",1
"Mesorhizobium sp. L103C120A0",1
"Mesorhizobium sp. L103C131B0",1
"Mesorhizobium sp. L103C565B0",1
"Mesorhizobium sp. L2C054A000",1
"Mesorhizobium sp. L2C066B000",1
"Mesorhizobium sp. L2C067A000",1
"Mesorhizobium sp. L2C084A000",1
"Mesorhizobium sp. L2C085B000",1
"Mesorhizobium sp. L2C089B000",1
"Mesorhizobium sp. L48C026A00",1
"Mesorhizobium sp. LC103",1
"Mesorhizobium sp. LNHC209A00",1
"Mesorhizobium sp. LNHC220B00",1
"Mesorhizobium sp. LNHC221B00",1
"Mesorhizobium sp. LNHC229A00",1
"Mesorhizobium sp. LNHC232B00",1
"Mesorhizobium sp. LNHC252B00",1
"Mesorhizobium sp. LNJC372A00",1
"Mesorhizobium sp. LNJC374B00",1
"Mesorhizobium sp. LNJC380A00",1
"Mesorhizobium sp. LNJC384A00",1
"Mesorhizobium sp. LNJC386A00",1
"Mesorhizobium sp. LNJC391B00",1
"Mesorhizobium sp. LNJC394B00",1
"Mesorhizobium sp. LNJC395A00",1
"Mesorhizobium sp. LNJC398B00",1
"Mesorhizobium sp. LNJC399B00",1
"Mesorhizobium sp. LNJC403B00",1
"Mesorhizobium sp. LNJC405B00",1
"Mesorhizobium sp. LSHC412B00",1
"Mesorhizobium sp. LSHC414A00",1
"Mesorhizobium sp. LSHC416B00",1
"Mesorhizobium sp. LSHC420B00",1
"Mesorhizobium sp. LSHC422A00",1
"Mesorhizobium sp. LSHC424B00",1
"Mesorhizobium sp. LSHC426A00",1
"Mesorhizobium sp. LSHC432A00",1
"Mesorhizobium sp. LSHC440A00",1
"Mesorhizobium sp. LSHC440B00",1
"Mesorhizobium sp. LSJC255A00",1
"Mesorhizobium sp. LSJC264A00",1
"Mesorhizobium sp. LSJC265A00",1
"Mesorhizobium sp. LSJC268A00",1
"Mesorhizobium sp. LSJC269B00",1
"Mesorhizobium sp. LSJC277A00",1
"Mesorhizobium sp. LSJC280B00",1
"Mesorhizobium sp. LSJC285A00",1
"Mesorhizobium sp. NBIMC_P2-C1",1
"Mesorhizobium sp. NBIMC_P2-C2",1
"Mesorhizobium sp. NBIMC_P2-C3",1
"Mesorhizobium sp. NBIMC_P2-C4",1
"Mesorhizobium sp. ORS3324",1
"Mesorhizobium sp. ORS3359",1
"Mesorhizobium sp. ORS3428",1
"Mesorhizobium sp. Root102",1
"Mesorhizobium sp. Root1471",1
"Mesorhizobium sp. Root157",1
"Mesorhizobium sp. Root172",1
"Mesorhizobium sp. Root552",1
"Mesorhizobium sp. Root554",1
"Mesorhizobium sp. Root695",1
"Mesorhizobium sp. SEMIA",1
"Mesorhizobium sp. SOD10",1
"Mesorhizobium sp. STM",1
"Mesorhizobium sp. UASWS1009",1
"Mesorhizobium sp. URHA0056",1
"Mesorhizobium sp. URHB0007",1
"Mesorhizobium sp. URHC0008",1
"Mesorhizobium sp. WSM1293",1
"Mesorhizobium sp. WSM1497",1
"Mesorhizobium sp. WSM2561",1
"Mesorhizobium sp. WSM3224",1
"Mesorhizobium sp. WSM3626",1
"Mesorhizobium sp. WSM3859",1
"Mesorhizobium sp. WSM3860",1
"Mesorhizobium sp. WSM3862",1
"Mesorhizobium sp. WSM3864",1
"Mesorhizobium sp. WSM3866",1
"Mesorhizobium sp. WSM3868",1
"Mesorhizobium sp. WSM3873",1
"Mesorhizobium sp. WSM3876",1
"Mesorhizobium sp. WSM3879",1
"Mesorhizobium sp. WSM3882",1
"Mesorhizobium sp. WSM4304",1
"Mesorhizobium sp. WSM4308",1
"Mesorhizobium sp. WSM4311",1
"Mesorhizobium sp. WSM4312",1
"Mesorhizobium sp. WSM4313",1
"Mesorhizobium sp. WYCCWR",1
"Mesorhizobium sp. YR577",1
"Mesorhizobium temperatum",1
"Mesotoga infera",1
"Mesotoga sp. PhosAc3",1
"Metallibacterium scheffleri",1
"Methanotrophic endosymbiont",1
"Methylacidiphilum infernorum",1
"Methylacidiphilum kamchatkense",1
"Methylibium petroleiphilum",1
"Methylibium sp. CF059",1
"Methylibium sp. CF468",1
"Methylibium sp. NZG",1
"Methylibium sp. Root1272",1
"Methylibium sp. T29",1
"Methylibium sp. T29-B",1
"Methylibium sp. YR605",1
"Methylobacillus flagellatus",1
"Methylobacillus glycogenes",1
"Methylobacillus rhizosphaerae",1
"Methylobacillus sp. MM2",1
"Methylobacter luteus",1
"Methylobacter marinus",1
"Methylobacter sp. BBA5.1",1
"Methylobacter whittenburyi",1
"Methylobacterium brachiatum",1
"Methylobacterium gossipiicola",1
"Methylobacterium mesophilicum",1
"Methylobacterium nodulans",1
"Methylobacterium oryzae",1
"Methylobacterium phyllostachyos",1
"Methylobacterium pseudosasicola",1
"Methylobacterium rhodinum",1
"Methylobacterium salsuginis",1
"Methylobacterium sp. 10",1
"Methylobacterium sp. 13MFTsu3.1M2",1
"Methylobacterium sp. 174MFSha1.1",1
"Methylobacterium sp. 275MFSha3.1",1
"Methylobacterium sp. 285MFTsu5.1",1
"Methylobacterium sp. 4-46",1
"Methylobacterium sp. 77",1
"Methylobacterium sp. 88A",1
"Methylobacterium sp. AMS5",1
"Methylobacterium sp. ap11",1
"Methylobacterium sp. ARG-1",1
"Methylobacterium sp. B1",1
"Methylobacterium sp. B34",1
"Methylobacterium sp. C1",1
"Methylobacterium sp. CCH5-D2",1
"Methylobacterium sp. CCH7-A2",1
"Methylobacterium sp. EUR3",1
"Methylobacterium sp. GXF4",1
"Methylobacterium sp. GXS13",1
"Methylobacterium sp. L2-4",1
"Methylobacterium sp. Leaf100",1
"Methylobacterium sp. Leaf102",1
"Methylobacterium sp. Leaf104",1
"Methylobacterium sp. Leaf106",1
"Methylobacterium sp. Leaf108",1
"Methylobacterium sp. Leaf111",1
"Methylobacterium sp. Leaf112",1
"Methylobacterium sp. Leaf113",1
"Methylobacterium sp. Leaf117",1
"Methylobacterium sp. Leaf119",1
"Methylobacterium sp. Leaf121",1
"Methylobacterium sp. Leaf122",1
"Methylobacterium sp. Leaf123",1
"Methylobacterium sp. Leaf125",1
"Methylobacterium sp. Leaf361",1
"Methylobacterium sp. Leaf399",1
"Methylobacterium sp. Leaf456",1
"Methylobacterium sp. Leaf465",1
"Methylobacterium sp. Leaf466",1
"Methylobacterium sp. Leaf469",1
"Methylobacterium sp. Leaf85",1
"Methylobacterium sp. Leaf86",1
"Methylobacterium sp. Leaf87",1
"Methylobacterium sp. Leaf88",1
"Methylobacterium sp. Leaf89",1
"Methylobacterium sp. Leaf90",1
"Methylobacterium sp. Leaf91",1
"Methylobacterium sp. Leaf92",1
"Methylobacterium sp. Leaf93",1
"Methylobacterium sp. Leaf94",1
"Methylobacterium sp. Leaf99",1
"Methylobacterium sp. MB200",1
"Methylobacterium sp. ME121",1
"Methylobacterium sp. SCN",1
"Methylobacterium sp. UNC300MFChir4.1",1
"Methylobacterium sp. UNC378MF",1
"Methylobacterium sp. UNCCL110",1
"Methylobacterium sp. UNCCL125",1
"Methylobacterium sp. WSM2598",1
"Methylobacterium sp. yr596",1
"Methylobacterium sp. yr668",1
"Methylobacterium sp. ZNC0032",1
"Methylobacterium tarhaniae",1
"Methylobacterium thiocyanatum",1
"Methylobacterium variabile",1
"Methylobacterium zatmanii",1
"Methylobrevis pamukkalensis",1
"Methylocaldum sp. 14B",1
"Methylocaldum sp. 175",1
"Methylocaldum sp. SAD2",1
"Methylocaldum szegediense",1
"Methylocapsa acidiphila",1
"Methylocapsa aurea",1
"Methylocapsa palsarum",1
"Methyloceanibacter caenitepidi",1
"Methyloceanibacter marginalis",1
"Methyloceanibacter methanicus",1
"Methyloceanibacter stevinii",1
"Methyloceanibacter superfactus",1
"Methylocella silvestris",1
"Methylococcales bacterium",1
"Methylocystis bryophila",1
"Methylocystis parvus",1
"Methylocystis rosea",1
"Methylocystis sp. ATCC",1
"Methylocystis sp. LW5",1
"Methylocystis sp. SB2",1
"Methylocystis sp. SC2",1
"Methyloferula stellata",1
"Methylogaea oryzae",1
"Methyloglobulus morosus",1
"Methylohalobius crimeensis",1
"Methyloligella halotolerans",1
"Methylomarinum vadi",1
"Methylomicrobium agile",1
"Methylomicrobium album",1
"Methylomicrobium alcaliphilum",1
"Methylomicrobium buryatense",1
"Methylomonas denitrificans",1
"Methylomonas lenta",1
"Methylomonas sp. 11b",1
"Methylomonas sp. DH-1",1
"Methylomonas sp. LW13",1
"Methylomonas sp. LWB",1
"Methylomonas sp. MK1",1
"Methylophaga aminisulfidivorans",1
"Methylophaga frappieri",1
"Methylophaga lonarensis",1
"Methylophaga muralis",1
"Methylophaga nitratireducenticrescens",1
"Methylophaga sp. 41_12_T18",1
"Methylophaga sp. 42_25_T18",1
"Methylophaga sp. 42_8_T64",1
"Methylophaga sulfidovorans",1
"Methylophilus methylotrophus",1
"Methylophilus rhizosphaerae",1
"Methylophilus sp. 1",1
"Methylophilus sp. 42",1
"Methylophilus sp. 5",1
"Methylophilus sp. Leaf414",1
"Methylophilus sp. Leaf416",1
"Methylophilus sp. Leaf459",1
"Methylophilus sp. OH31",1
"Methylophilus sp. Q8",1
"Methylophilus sp. TWE2",1
"Methylopila sp. 73B",1
"Methylopila sp. M107",1
"Methyloprofundus sedimenti",1
"Methylosarcina fibrata",1
"Methylosarcina lacus",1
"Methylosinus sp. 3S-1",1
"Methylosinus sp. LW3",1
"Methylosinus sp. LW4",1
"Methylosinus sp. PW1",1
"Methylosinus sp. R-45379",1
"Methylosinus trichosporium",1
"Methylotenera sp. 17-45-7",1
"Methylotenera sp. 1P/1",1
"Methylotenera sp. 24-45-7",1
"Methylotenera sp. 73s",1
"Methylotenera sp. G11",1
"Methylotenera sp. L2L1",1
"Methylotenera sp. N17",1
"Methylotenera sp. RIFCSPLOWO2_02_FULL_45_14",1
"Methylothermaceae bacteria",1
"Methyloversatilis sp. 12-65-5",1
"Methyloversatilis sp. RAC08",1
"Methyloversatilis thermotolerans",1
"Methylovorus glucosetrophus",1
"Methylovorus sp. MM1",1
"Methylovorus sp. MP688",1
"Methylovulum miyakonense",1
"Methylovulum psychrotolerans",1
"Micavibrio sp. TMED2",1
"Micavibrio sp. TMED27",1
"Microbacterium arborescens",1
